Title,Abstract,Authors,Affiliations
Living Object Grasping Using Two-Stage Graph Reinforcement Learning,"Living objects are hard to grasp because they can actively dodge and struggle by writhing or deforming while or even prior to being contacted and modeling or predicting their responses to grasping is extremely difficult.This paper presents an algorithm based on reinforcement learning (RL) to attack this challenging problem. Considering the complexity of living object grasping, we divide the whole task into pre-grasp and in-hand stages and let the algorithm switch stages automatically. The pre-grasp stage is aimed at finding a good pose of a robot hand approaching a living object for performing a grasp. Dense reward functions are proposed for facilitating the learning of right hand actions based on the poses of both hand and object. Since an object held in hand may struggle to escape, the robot hand needs to adjust its configuration and respond correctly to the object's movement.Hence, the goal of the in-hand stage is to determine an appropriate adjustment of finger configuration in order for the robot hand to keep holding the object. At this stage, we treat the robot hand as a graph and use the graph convolutional network (GCN) to determine the hand action. We test our algorithm with both simulation and real experiments, which show its good performance in living object grasping. More results are available on our website: https://sites.google.com/view/graph-rl.
                           ","['Hu, Zhe', 'Zheng, Yu', 'Pan, Jia']","['City University of Hong Kong', 'Tencent', 'University of Hong Kong']"
Reinforcement Learning for Robotic Assembly Using Non-Diagonal Stiffness Matrix,"Contact-rich tasks, wherein multiple contact transitions occur in a series of operations, are extensively studied for task automation. Precision assembly, one of the typical examples of contact-rich tasks, requires high time constants to cope with the change in contact state. This paper therefore proposes a local trajectory optimization method for precision assembly with high time constants. Since the non-diagonal components of the stiffness matrix is effective for inducing motion at high sampling frequency, we design a stiffness matrix to guide motion and propose a method to control a peg through the selection of the stiffness matrix. We introduced reinforcement learning (RL) for the selection of the stiffness matrix, because the relationship between the direction to be guided and the sensor response is difficult to model. The architecture with different sampling rates for RL and admittance control has an advantage of rapid response owing to the high time constant of the local trajectory optimization. The effectiveness of the method was verified via experiments involving two contact-rich tasks. The average total time of peg insertion was 1.64 s, which is less than the half the time reported by the best of the existing state of the art studies.
                           ","['Oikawa, Masahide', 'Kusakabe, Tsukasa', 'Kutsuzawa, Kyo', 'Sakaino, Sho', 'Tsuji, Toshiaki']","['Saitama University', 'Saitama University', 'Tohoku University', 'University of Tsukuba', 'Saitama University']"
Uncertainty-Aware Contact-Safe Model-Based Reinforcement Learning,"This paper presents contact-safe Model-based Reinforcement Learning (MBRL) for robot applications that achieves contact-safe behaviors in the learning process. In typical MBRL, we cannot expect the data-driven model to generate accurate and reliable policies to the intended robotic tasks during the learning process due to data scarcity. Operating these unreliable policies in a contact-rich environment could cause damage to the robot and its surroundings. To alleviate the risk of causing damage through unexpected intensive physical contacts, we present the contact-safe MBRL that associates the probabilistic Model Predictive Control's (pMPC) control limits with the model uncertainty so that the allowed acceleration of controlled behavior is adjusted according to learning progress. Control planning with such uncertainty-aware control limits is formulated as a deterministic MPC problem using a computationally-efficient approximated GP dynamics and an approximated inference technique. Our approach's effectiveness is evaluated through bowl mixing tasks with simulated and real robots, scooping tasks with a real robot as examples of contact-rich manipulation skills.
                           ","['Kuo, Cheng-Yu', 'Schaarschmidt, Andreas', 'Cui, Yunduan', 'Asfour, Tamim', 'Matsubara, Takamitsu']","['Nara Institute of Science and Technology', 'Karlsruhe University of Technology', 'Shenzhen Institutes of Advanced Technology, Chinese Academy of Sc', 'Karlsruhe Institute of Technology (KIT)', 'Nara Institute of Science and Technology']"
Reinforcement Learning-Based Visual Navigation with Information-Theoretic Regularization,"To enhance the cross-target and cross-scene generalization of target-driven visual navigation based on deep reinforcement learning(RL), we introduce an information-theoretic regularization term into the RL objective. The regularization maximizes the mutual information between navigation actions and visual observation transforms of an agent, thus promoting more informed navigation decisions. This way, the agent models the action-observation dynamics by learning a variational generative model. Based on the model, the agent generates (imagines) the next observation from its current observation and navigation target. This way, the agent learns to understand the causality between navigation actions and the changes in its observations, finally embodied in predicting the next action for navigation via comparing the current and the imagined next observations. Cross-target and cross-scene evaluations on the AI2-THOR framework show that our method attains at least a 10% improvement of average success rate over some state-of-the-art models. We further evaluate our model in two real-world settings: navigation in unseen indoor scenes from a discrete Active Vision Dataset (AVD) and continuous real-world environments with a TurtleBot. We demonstrate that our navigation model is able to successfully achieve navigation tasks in these scenarios. Videos and models can be found in the supplementary material.
                           ","['Wu, Qiaoyun', 'Xu, Kai', 'Wang, Jun', 'Xu, Mingliang', 'Gong, Xiaoxi', 'Manocha, Dinesh']","['Nanjing University of Aeronautics and Astronautics', 'National University of Defense Technology', 'Nanjing University of Aeronautics and Astronautics', 'National University of Defense Technology', 'Nanjing University of Aeronautics and Astronautics', 'University of Maryland']"
Deep Reinforcement Learning for Concentric Tube Robot Control with a Goal-Based Curriculum,"Concentric Tube Robots (CTRs), a type of continuum robot, are a collection of concentric, pre-curved tubes composed of super elastic nickel titanium alloy. CTRs can bend and twist from the interactions between neighboring tubes causing the kinematics and therefore control of the end-effector to be very challenging to model. In this paper, we develop a control scheme for a CTR end-effector in Cartesian space with no prior kinematic model using a deep reinforcement learning (DRL) approach with a goal-based curriculum reward strategy. We explore the use of curricula by changing the goal tolerance through training with constant, linear and exponential decay functions. Also, relative and absolute joint representations as a way of improving training convergence are explored. Quantitative comparisons for combinations of curricula and joint representations are performed and the exponential decay relative approach is used for training a robust policy in a noise-induced simulation environment. Compared to a previous DRL approach, our new method reduces training time and employs a more complex simulation environment. We report mean Cartesian errors of 1.29 mm and a success rate of 0.93 with a relative decay curriculum. In path following, we report mean errors of 1.37 mm in a noise-induced path following task. Albeit in simulation, these results indicate the promise of using DRL in model free control of continuum robots and CTRs in particular.
                           ","['Iyengar, Keshav Kannan', 'Stoyanov, Danail']","['University College London', 'University College London']"
DeepWalk: Omnidirectional Bipedal Gait by Deep Reinforcement Learning,"Bipedal walking is one of the most difficult but exciting challenges in robotics. The difficulties arise from the complexity of high-dimensional dynamics, sensing and actuation limitations combined with real-time and computational constraints. Deep Reinforcement Learning (DRL) holds the promise to address these issues by fully exploiting the robot dynamics with minimal craftsmanship. In this paper, we propose a novel DRL approach that enables an agent to learn omnidirectional locomotion for humanoid (bipedal) robots. Notably, the locomotion behaviors are accomplished by a single control policy (a single neural network). We achieve this by introducing a new curriculum learning method that gradually increases the task difficulty by scheduling target velocities. In addition, our method does not require reference motions which facilities its application to robots with different kinematics, and reduces the overall complexity. At the end, different strategies for sim-to-real transfer are presented which allow us to transfer the learned policy to real hardware.
                           ","['Rodriguez, Diego', 'Behnke, Sven']","['University of Bonn', 'University of Bonn']"
Efficient Self-Supervised Data Collection for Offline Robot Learning,"A practical approach to robot reinforcement learning is to first collect a large batch of real or simulated robot interaction data, using some data collection policy, and then learn from this data to perform various tasks, using offline learning algorithms. Previous work focused on manually designing the data collection policy, and on tasks where suitable policies can easily be designed, such as random picking policies for collecting data about object grasping. For more complex tasks, however, it may be difficult to find a data collection policy that explores the environment effectively, and produces data that is diverse enough for the downstream task. In this work, we propose that data collection policies should actively explore the environment to collect diverse data. In particular, we develop a simple-yet-effective goal-conditioned reinforcement-learning method that actively focuses data collection on novel observations, thereby collecting a diverse data-set. We evaluate our method on simulated robot manipulation tasks with visual inputs and show that the improved diversity of active data collection leads to significant improvements in the downstream learning tasks.
                           ","['Endrawis, Shadi', 'Leibovich, Gal', 'Jacob, Guy', 'Novik, Gal', 'Tamar, Aviv']","['Intel Labs, Technion - Israel Institute of Technology', 'Intel Labs', 'Intel', 'Intel Labs', 'UC Berkeley']"
Learning Stable Normalizing-Flow Control for Robotic Manipulation,"Reinforcement Learning (RL) of robotic manipulation skills, despite its impressive successes, stands to benefit from incorporating domain knowledge from control theory. One of the most important properties that is of interest is control stability. Ideally, one would like to achieve stability guarantees while staying within the framework of state-of-the-art deep RL algorithms. Such a solution does not exist in general, especially one that scales to complex manipulation tasks. We contribute towards closing this gap by introducing normalizing-flow control structure, that can be deployed in any latest deep RL algorithms. While stable exploration is not guaranteed, our method is designed to ultimately produce deterministic controllers with provable stability. In addition to demonstrating our method on challenging contact-rich manipulation tasks, we also show that it is possible to achieve considerable exploration efficiency¨Creduced state space coverage and actuation efforts¨Cwithout losing learning efficiency.
                           ","['Abdul Khader, Shahbaz', 'Yin, Hang', 'Falco, Pietro', 'Kragic, Danica']","['ABB Corporate Research', 'KTH', 'ABB, Corporate Research', 'KTH']"
How to Train Your Heron,"In this paper we apply Deep Reinforcement Learning (Deep RL) and Domain Randomization to solve a navigation task in a natural environment relying solely on a 2D laser scanner. We train a model-based RL agent in simulation to follow lake and river shores and apply it on a real Unmanned Surface Vehicle in a zero-shot setup. We demonstrate that even though the agent has not been trained in the real world, it can fulfill its task successfully and adapt to changes in the robot's environment and dynamics. Finally, we show that the RL agent is more robust, faster, and more accurate than a state-aware Model-Predictive-Controller. Code, simulation environments, pre-trained models, and datasets are available at https://github.com/AntoineRichard/Heron-RL-ICRA.git.
                           ","['Richard, Antoine', 'Aravecchia, Stephanie', 'Schillaci, Thomas', 'Geist, Matthieu', 'Pradalier, Cedric']","['Georgia Institute of Technology', 'Georgia Tech Lorraine - UMI 2958 GT-CNRS', 'Georgia Institute of Technology', 'Universit¨¦ De Lorraine', 'GeorgiaTech Lorraine']"
A Metric Space Perspective on Self-Supervised Policy Adaptation,"One of the most challenging aspects of real-world reinforcement learning (RL) is the multitude of unpredictable and ever-changing distractions that could divert an agent from what was tasked to do in its training environment. While an agent could learn from reward signals to ignore them, the complexity of the real-world can make rewards hard to acquire, or, at best, extremely sparse. A recent class of self-supervised methods have shown promise that reward-free adaptation under challenging distractions is possible. However, previous work focused on a short one-episode adaptation setting. In this paper, we consider a long-term adaptation setup that is more akin to the specifics of the real-world and propose a metric space perspective on self-supervised adaptation. We empirically describe the processes that take place in the embedding space during this adaptation process, reveal some of its undesirable effects on performance and show how they can be eliminated. Moreover, we theoretically study how actor-based and actor-free agents can further generalise to the target environment by manipulating the Lipschitz constant of the actor and critic functions.
                           ","['Bodnar, Cristian', 'Hausman, Karol', 'Dulac-Arnold, Gabriel', 'Jonschkowski, Rico']","['University of Cambridge', 'Google Brain', 'Google', 'Google']"
Self-Imitation Learning by Planning,"Imitation learning (IL) enables robots to acquire skills quickly by transferring expert knowledge, which is widely adopted in reinforcement learning (RL) to initialize exploration. However, in long-horizon motion planning tasks, a challenging problem in deploying IL and RL methods is how to generate and collect massive, broadly distributed data such that these methods can generalize effectively. In this work, we solve this problem using our proposed approach called self-imitation learning by planning (SILP), where demonstration data are collected automatically by planning on the visited states from the current policy. SILP is inspired by the observation that successfully visited states in the early reinforcement learning stage are collision-free nodes in the graph-search based motion planner, so we can plan and relabel robot's own trials as demonstrations for policy learning. Due to these self-generated demonstrations, we relieve human from the laborious data preparation process required by IL and RL methods in solving complex motion planning tasks. The evaluation results show that our SILP method achieves higher success rates and enhances sample efficiency compared to selected baselines, and the policy learned in simulation performs well in a real-world placement task with changing goals and obstacles.
                           ","['Luo, Sha', 'Kasaei, Hamidreza', 'Schomaker, Lambert R.B.']","['University of Groningen', 'University of Groningen', 'University of Groningen']"
Learning Robot Trajectories Subject to Kinematic Joint Constraints,"We present an approach to learn fast and dynamic robot motions without exceeding limits on the position, velocity, acceleration and jerk of each robot joint. Movements are generated by mapping the predictions of a neural network to safely executable joint accelerations. The neural network is invoked periodically and trained via reinforcement learning. Our main contribution is an analytical procedure for calculating safe joint accelerations, which considers the prediction frequency f_N of the neural network. As a result, the frequency f_N can be freely chosen and treated as a hyperparameter. We show that our approach is preferable to penalizing constraint violations as it provides explicit guarantees and does not distort the desired optimization target. In addition, the influence of the selected prediction frequency on the learning performance and on the computing effort is highlighted by various experiments.
                           ","['Kiemel, Jonas', 'Kroeger, Torsten']","['Karlsruhe Institute of Technology', 'Karlsruher Institut F¨¹r Technologie (KIT)']"
Representation Matters: Improving Perception and Exploration for Robotics,"Projecting high-dimensional environment observations into lower-dimensional structured representations can considerably improve data-efficiency for reinforcement learning in domains with limited data such as robotics. Can a single generally useful representation be found? In order to answer this question, it is important to understand how the representation will be used by the agent and what properties such a ¡®good¡¯ representation should have. In this paper we systematically evaluate a number of common learnt and hand-engineered representations in the context of three robotics tasks: lifting, stacking and pushing of 3D blocks. The representations are evaluated in two use-cases: as input to the agent, or as a source of auxiliary tasks. Furthermore, the value of each representation is evaluated in terms of three properties: dimensionality, observability and disentanglement. We can significantly improve performance in both use-cases and demonstrate that some representations can perform commensurate to simulator states as agent inputs. Finally, our results challenge common intuitions by demonstrating that: 1) dimensionality strongly matters for task generation, but is negligible for inputs, 2) observability of task-relevant aspects mostly affects the input representation use-case, and 3) disentanglement leads to better auxiliary tasks, but has only limited benefits for input representations.
                           ","['Wulfmeier, Markus', 'Byravan, Arunkumar', 'Hertweck, Tim', 'Higgins, Irina', 'Gupta, Ankush', 'Kulkarni, Tejas', 'Reynolds, Malcolm', 'Teplyashin, Denis', 'Hafner, Roland', 'Lampe, Thomas', 'Riedmiller, Martin']","['University of Oxford', 'University of Washington', 'DeepMind', 'DeepMind', 'Google UK', 'DeepMind', 'DeepMind', 'DeepMind', 'Google DeepMind', 'Google UK Ltd', 'DeepMind']"
NavRep: Unsupervised Representations for Reinforcement Learning of Robot Navigation in Dynamic Human Environments,"Robot navigation is a task where reinforcement learning approaches are still unable to compete with traditional path planning. State-of-the-art methods differ in small ways, and do not all provide reproducible, openly available implementations. This makes comparing methods a challenge. Recent research has shown that unsupervised learning methods can scale impressively, and be leveraged to solve difficult problems. In this work, we design ways in which unsupervised learning can be used to assist reinforcement learning for robot navigation. We train two end-to-end, and 18 unsupervised-learning-based architectures, and compare them, along with existing approaches, in unseen test cases. We demonstrate our approach working on a real life robot. Our results show that unsupervised learning methods are competitive with end-to-end methods. We also highlight the importance of various components such as input representation, predictive unsupervised learning, and latent features. We make all our models publicly available, as well as training and testing environments, and tools. This release also includes OpenAI-gym-compatible environments designed to emulate the training conditions described by other papers, with as much fidelity as possible. Our hope is that this helps in bringing together the field of RL for robot navigation, and allows meaningful comparisons across state-of-the-art methods.
                           ","['Dugas, Daniel', 'Nieto, Juan', 'Siegwart, Roland', 'Chung, Jen Jen']","['ETH Zurich', 'ETH Z¨¹rich', 'ETH Zurich', 'Eidgen?ssische Technische Hochschule Z¨¹rich']"
A General Framework to Increase Safety of Learning Algorithms for Dynamical Systems Based on Region of Attraction Estimation (I),"Although the state-of-the-art learning approaches exhibit impressive results for dynamical systems, only a few applications on real physical systems have been presented. One major impediment is that the intermediate policy during the training procedure may result in behaviors that are not only harmful to the system itself but also to the environment. In essence, imposing safety guarantees for learning algorithms is vital for autonomous systems acting in the real world. In this article, we propose a computationally effective and general safe learning framework, specifically for complex dynamical systems. With a proper definition of the safe region, a supervisory control strategy, which switches the actions applied on the system between the learning-based controller and a predefined corrective controller, is given. A simplified system facilitates the estimation of the safe region for the high-dimensional dynamical system. During the learning phase, the belief of the safe region is updated with the actual execution results of the corrective controller, which in turn enables the learning-based controller to have more freedom in choosing its actions. Two examples are given to demonstrate the performance of the proposed framework, one simple inverted pendulum to illustrate the online adaptation method, and one quadcopter control task to show the overall performance.
                           ","['Zhou, Zhehua', 'Oguz, Ozgur S.', 'Leibold, Marion', 'Buss, Martin']","['Technical University of Munich', 'Uni of Stuttgart & Max Planck Inst. for Intelligent Systems', 'Technische Universit?t M¨¹nchen', 'Technische Universit?t M¨¹nchen']"
Decentralized Multi-Agent Pursuit Using Deep Reinforcement Learning,"Pursuit-evasion is the problem of capturing mobile targets with one or more pursuers. We use deep reinforcement learning for pursuing an omnidirectional target with multiple, homogeneous agents that are subject to unicycle kinematic constraints. We use shared experience to train a policy for a given number of pursuers, executed independently by each agent at run-time. The training uses curriculum learning, a sweeping-angle ordering to locally represent neighboring agents, and a reward structure that encourages a good formation and combines individual and group rewards. Simulated experiments with a reactive evader and up to eight pursuers show that our learning-based approach outperforms recent reinforcement learning techniques as well as non-holonomic adaptations of classical algorithms. The learned policy is successfully transferred to the real-world in a proof-of-concept demonstration with three motion-constrained pursuer drones.
                           ","['De Souza Jr., Cristino', 'Newbury, Rhys', 'Cosgun, Akansel', 'Castillo, Pedro', 'Vidolov, Borislav', 'Kulic, Dana']","['Universite De Technologie De Compiegne', 'Monash University', 'Monash University', 'Sorbonne Universit¨¦s, Universit¨¦ De Technologie De Compi¨¨gne', 'Universit¨¦ De Technologie De Compi¨¨gne', 'Monash University']"
Distilling a Hierarchical Policy for Planning and Control Via Representation and Reinforcement Learning,"We present a hierarchical planning and control framework that enables an agent to perform various tasks and adapt to a new task flexibly. Rather than learning an individual policy for each particular task, the proposed framework, DISH, distills a hierarchical policy from a set of tasks by representation and reinforcement learning. The framework is based on the idea of latent variable models that represent high-dimensional observations using low-dimensional latent variables. The resulting policy consists of two levels of hierarchy: (i) a planning module that reasons a sequence of latent intentions that would lead to an optimistic future and (ii) a feedback control policy, shared across the tasks, that executes the inferred intention. Because the planning is performed in low-dimensional latent space, the learned policy can immediately be used to solve or adapt to new tasks without additional training. We demonstrate the proposed framework can learn compact representations (3- and 1-dimensional latent states and commands for a humanoid with 197- and 36-dimensional state features and actions) while solving a small number of imitation tasks, and the resulting policy is directly applicable to other types of tasks, i.e., navigation in cluttered environments.
                           ","['Ha, Jung-Su', 'Park, Young-Jin', 'Chae, Hyeok-Joo', 'Park, Soon-Seo', 'Choi, Han-Lim']","['Technical University of Berlin', 'Naver R&D Center, NAVER Corp', 'KAIST', 'Korea Advanced Institute of Science and Technology', 'KAIST']"
Distributed Heuristic Multi-Agent Path Finding with Communication,"Multi-Agent Path Finding (MAPF) is essential to large-scale robotic systems. Recent methods have applied reinforcement learning (RL) to learn decentralized polices in partially observable environments. A fundamental challenge of obtaining collision-free policy is that agents need to learn cooperation to handle congested situations. This paper combines communication with deep Q-learning to provide a novel learning based method for MAPF, where agents achieve cooperation via graph convolution. To guide RL algorithm on long-horizon goal-oriented tasks, we embed the potential choices of shortest paths from single source as heuristic guidance instead of using a specific path as in most existing works. Our method treats each agent independently and trains the model from a single agent's perspective. The final trained policy is applied to each agent for decentralized execution. The whole system is distributed during training and is trained under a curriculum learning strategy. Empirical evaluation in obstacle-rich environment indicates the high success rate with low average step of our method.
                           ","['Ma, Ziyuan', 'Luo, Yudong', 'Ma, Hang']","['Simon Fraser University', 'University of Waterloo', 'Simon Fraser University']"
Reducing the Deployment-Time Inference Control Costs of Deep Reinforcement Learning Agents Via an Asymmetric Architecture,"Deep reinforcement learning (DRL) has been demonstrated to provide promising results in several challenging decision making and control tasks. However, the required inference costs of deep neural networks (DNNs) could prevent DRL from being applied to mobile robots which cannot afford high energy-consuming computations. To enable DRL methods to be affordable in such energy-limited platforms, we propose an asymmetric architecture that reduces the overall inference costs via switching between a computationally expensive policy and an economic one. The experimental results evaluated on a number of representative benchmark suites for robotic control tasks demonstrate that our method is able to reduce the inference costs while retaining the agent's overall performance.
                           ","['Chang, Chin-Jui', 'Chu, Yu-Wei', 'Ting, Chao-Hsien', 'Liu, Hao Kang', 'Hong, Zhang-Wei', 'Lee, Chun-Yi']","['Academia Sinica', 'National Tsing Hua University', 'National Tsing Hua University', 'National Tsing Hau University', 'National Tsing Hua University', 'National Tsing Hua University']"
Adversarial Skill Learning for Robust Manipulation,"Deep reinforcement learning has made significant progress in robotic manipulation tasks and it works well in the ideal disturbance-free environment. However, in a real-world environment, both internal and external disturbances are inevitable, thus the performance of the trained policy will dramatically drop. To improve the robustness of the policy, we introduce the adversarial training mechanism to the robotic manipulation tasks in this paper, and an adversarial skill learning algorithm based on soft actor-critic (SAC) is proposed for robust manipulation. Extensive experiments are conducted to demonstrate that the learned policy is robust to internal and external disturbances. Additionally, the proposed algorithm is evaluated in both the simulation environment and on the real robotic platform.
                           ","['Jian, Pingcheng', 'Yang, Chao', 'Guo, Di', 'Liu, Huaping', 'Sun, Fuchun']","['Tsinghua', 'Tsinghua University', 'Tsinghua University', 'Tsinghua University', 'Tsinghua Univerisity']"
Learning Sequences of Manipulation Primitives for Robotic Assembly,"This paper explores the idea that skillful assembly is best represented as dynamic sequences of Manipulation Primitives, and that such sequences can be automatically discovered by Reinforcement Learning. Manipulation Primitives, such as ``Move down until contact'', ``Slide along x while maintaining contact with the surface'', have enough complexity to keep the search tree shallow, yet are generic enough to generalize across a wide range of assembly tasks. Moreover, the additional ``semantics'' of the Manipulation Primitives make them more robust in sim2real and against model/environment variations and uncertainties, as compared to more elementary actions. Policies are learned in simulation, and then transferred onto the physical platform. Direct sim2real transfer (without retraining in real) achieves excellent success rates on challenging assembly tasks, such as round peg insertion with 0.04 mm clearance or square peg insertion with large hole position/orientation estimation errors.
                           ","['Vuong, Nghia', 'Pham, Hung', 'Pham, Quang-Cuong']","['Nanyang Technological University', 'Nanyang Technological University', 'NTU Singapore']"
Multi-Modal Mutual Information (MuMMI) Training for Robust Self-Supervised Deep Reinforcement Learning,"This work focuses on learning useful and robust deep world models using multiple, possibly unreliable, sensors. We find that current methods do not sufficiently encourage a shared representation between modalities; this can cause poor performance on downstream tasks and over-reliance on specific sensors. As a solution, we contribute a new multi-modal deep latent state-space model, trained using a mutual information lower-bound. The key innovation is a specially-designed density ratio estimator that encourages consistency between the latent codes of each modality. We tasked our method to learn policies (in a self-supervised manner) on multi-modal Natural MuJoCo benchmarks and a challenging Table Wiping task. Experiments show our method significantly outperforms state-of-the-art deep reinforcement learning methods, particularly in the presence of missing observations.
                           ","['Chen, Kaiqi', 'Lee, Yong', 'Soh, Harold']","['National University of Singapore', 'National University of Singapore', 'National Universtiy of Singapore']"
TRANS-AM: Transfer Learning by Aggregating Dynamics Models for Soft Robotic Assembly,"Practical industrial assembly scenarios often require robotic agents to adapt their skills to unseen tasks quickly. While transfer reinforcement learning (RL) could enable such quick adaptation, much prior work has to collect many samples from source environments to learn target tasks in a model-free fashion, which still lacks sample efficiency on a practical level. In this work, we develop a novel transfer RL method named TRANSfer learning by Aggregating dynamics Models (TRANS-AM). TRANS-AM is based on model-based RL (MBRL) for its high-level sample efficiency, and only requires dynamics models to be collected from source environments. Specifically, it learns to aggregate source dynamics models adaptively in an MBRL loop to better fit the state-transition dynamics of target environments and execute optimal actions there. As a case study to show the effectiveness of this proposed approach, we address a challenging contact-rich peg-in-hole task with variable hole orientations using a soft robot. Our evaluations with both simulation and real-robot experiments demonstrate that TRANS-AM enables the soft robot to accomplish target tasks with fewer episodes compared when learning the tasks from scratch.
                           ","['Tanaka, Kazutoshi', 'Yonetani, Ryo', 'Hamaya, Masashi', 'Lee, Robert', 'von Drigalski, Felix Wolf Hans Erich', 'Ijiri, Yoshihisa']","['OMRON SINIC X Corporation', 'Omron Sinic X', 'OMRON SINIC X Corporation', 'Australian Centre for Robotic Vision', 'OMRON SINIC X Corporation', 'OMRON Corp']"
Proximal Policy Optimization with Relative Pearson Divergence,"The recent remarkable progress of deep reinforcement learning (DRL) stands on regularization of policy for stable and efficient learning. A popular method, named proximal policy optimization (PPO), has been introduced for this purpose. PPO clips density ratio of the latest and baseline policies with a threshold, while its minimization target is unclear. As another problem of PPO, the symmetric threshold is given numerically while the density ratio itself is in asymmetric domain, thereby causing unbalanced regularization of the policy. This paper therefore proposes a new variant of PPO by considering a regularization problem of relative Pearson (RPE) divergence, so-called PPO-RPE. This regularization yields the clear minimization target, which constrains the latest policy to the baseline one. Through its analysis, the intuitive threshold-based design consistent with the asymmetry of the threshold and the domain of density ratio can be derived. Through four benchmark tasks, PPO-RPE performed as well as or better than the conventional methods in terms of the task performance by the learned policy.
                           ","['Kobayashi, Taisuke']",['Nara Institute of Science and Technology']
A Coach-Based Bayesian Reinforcement Learning Method for Snake Robot Control,"Reinforcement Learning (RL) usually needs thousands of episodes, leading its applications on physical robots expensive and challenging. Little research has been reported about snake robot control using RL due to additional difficulty of high redundancy of freedom. We propose a coach-based deep learning method for snake robot control, which can effectively save convergence time with much less episodes. The main contributions include: 1) a unified graph-based Bayesian framework integrating a coach module to guide the RL agent; 2) an explicit stochastic formulation of robot-environment interaction with uncertainty; 3) an efficient and robust training process for snake robot control to achieve both path planning and obstacle avoidance simultaneously. The performance has been demonstrated on both simulation and real-world data in comparison with state-of-the art, showing promising results.
                           ","['Jia, Yuanyuan', 'Ma, Shugen']","['Ritsumeikan University', 'Ritsumeikan University']"
Hyperparameter Auto-Tuning in Self-Supervised Robotic Learning,"Policy optimization in reinforcement learning requires the selection of numerous hyperparameters across different environments. Fixing them incorrectly may negatively impact optimization performance leading notably to insufficient or redundant learning. Insufficient learning (due to convergence to local optima) results in under-performing policies whilst redundant learning wastes time and resources. The effects are further exacerbated when using single policies to solve multi-task learning problems. In this paper, we study how the Evidence Lower Bound (ELBO) used in Variational Auto-Encoders (VAEs) is affected by the diversity of image samples. Different tasks or setups in visual reinforcement learning incur varying diversity. We exploit the ELBO to create an auto-tuning technique in self-supervised reinforcement learning. Our approach can auto-tune three hyperparameters: the replay buffer size, the number of policy gradient updates during each epoch, and the number of exploration steps during each epoch. We use the state-of-the-art self-supervised robotic learning framework (Reinforcement Learning with Imagined Goals (RIG) using Soft Actor-Critic) as baseline for experimental verification. Experiments show that our method can auto-tune online and yields the best performance at a fraction of the time and computational resources. Code, video, and appendix for simulated and real-robot experiments can be found at url{www.JuanRojas.net/autotune}.
                           ","['Huang, Jiancong', 'Rojas, Juan', 'Zimmer, Matthieu', 'Wu, Hongmin', 'Guan, Yisheng', 'Weng, Paul']","['Guangdong University of Technology', 'Chinese University of Hong Kong', 'Shanghai Jiao Tong University', 'Guangdong Institute of Intelligent Manufacturing', 'Guangdong University of Technology', 'Shanghai Jiao Tong University']"
Sim-To-Real Visual Grasping Via State Representation Learning Based on Combining Pixel-Level and Feature-Level Domain Adaptation,"In this study, we present a method to grasp diverse unseen real-world objects using an off-policy actor-critic deep reinforcement learning (RL) with the help of a simulation and the use of as little real-world data as possible. Actor-critic deep RL is unstable and difficult to tune when a raw image is given as an input. Therefore, we use state representation learning (SRL) to make actor-critic RL feasible for visual grasping tasks. Meanwhile, to reduce visual reality gap between simulation and reality, we also employ a typical pixel-level domain adaptation that can map simulated images to realistic ones. In our method, as the SRL model is a common preprocessing module for simulated and real-world data, we perform SRL using real and adapted images. This pixel-level domain adaptation enables the robot to learn grasping skills in a real environment using small amounts of real-world data. However, the controller trained in the simulation should adapt to the real world efficiently. Hence, we propose a method combining a typical pixel-level domain adaptation and the proposed SRL model, where we perform SRL based on a feature-level domain adaptation. In evaluations of vision-based robotics grasping tasks, we show that the proposed method achieves a substantial improvement over a method that only employs a pixel-level or domain adaptation.
                           ","['Suh, Il Hong', 'Park, Young-Bin', 'Lee, Sang Hyoung']","['Hanyang University', 'Hanyang University', 'Korea Institute of Industrial Technology']"
Observation Space Matters: Benchmark and Optimization Algorithm,"Recent advances in deep reinforcement learning (deep RL) enable researchers to solve challenging control problems, from simulated environments to real-world robotic tasks. However, deep RL algorithms are known to be sensitive to the problem formulation, including observation spaces, action spaces, and reward functions. There exist numerous choices for observation spaces but they are often designed solely based on prior knowledge due to the lack of established principles. In this work, we conduct benchmark experiments to verify common design choices for observation spaces, such as Cartesian transformation, binary contact flags, a short history, or global positions. Then we propose a search algorithm to find the optimal observation spaces, which examines various candidate observation spaces and removes unnecessary observation channels with a Dropout-Permutation test. We demonstrate that our algorithm significantly improves learning speed compared to manually designed observation spaces. We also analyze the proposed algorithm by evaluating different hyperparameters.
                           ","['Kim, Joanne Taery', 'Ha, Sehoon']","['Lawrence Livermore National Laboratory', 'Georgia Institute of Technology']"
